segment_id_original,start_seconds,end_seconds,speaker_cluster,raw_text,hearing_id,date,title,input_path,input_format,segment_index,segment_id,n_words,duration_seconds,start_timestamp,end_timestamp
631,3022.043,3022.363,SPEAKER_40,Thank you.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,631,h2_2026_03_23_s00631,2,0.31999999999970896,00:50:22.043,00:50:22.363
632,3023.904,3025.304,SPEAKER_40,My name is Gary Schultz.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,632,h2_2026_03_23_s00632,5,1.400000000000091,00:50:23.904,00:50:25.304
633,3025.484,3026.285,SPEAKER_40,I'm a union laborer.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,633,h2_2026_03_23_s00633,5,0.8009999999999309,00:50:25.484,00:50:26.285
634,3027.345,3030.927,SPEAKER_40,I live a mile and a half and louder from this proposed area.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,634,h2_2026_03_23_s00634,13,3.5820000000003347,00:50:27.345,00:50:30.927
635,3032.887,3035.789,SPEAKER_40,Noise is the second largest environmental cause of health problems.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,635,h2_2026_03_23_s00635,10,2.9020000000000437,00:50:32.887,00:50:35.789
636,3037.189,3039.25,SPEAKER_40,"Just after air pollution in data centers,",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,636,h2_2026_03_23_s00636,7,2.061000000000149,00:50:37.189,00:50:39.250
637,3043.231,3045.012,SPEAKER_40,and produce plenty of that.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,637,h2_2026_03_23_s00637,5,1.780999999999949,00:50:43.231,00:50:45.012
638,3046.232,3050.774,SPEAKER_40,I'm not here to tell you about how bad data centers are because you already know from researching them.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,638,h2_2026_03_23_s00638,20,4.541999999999916,00:50:46.232,00:50:50.774
639,3052.095,3063.06,SPEAKER_40,"The low-frequency hum is reported in homes seven miles away, and the solar panels surrounding over half of it amplify it, making it louder and travel further, causing sleep problems, stress, anxiety.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,639,h2_2026_03_23_s00639,33,10.965000000000146,00:50:52.095,00:51:03.060
640,3063.84,3064.5,SPEAKER_40,Proves me wrong.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,640,h2_2026_03_23_s00640,3,0.6599999999998545,00:51:03.840,00:51:04.500
641,3065.341,3067.481,SPEAKER_40,"Makes people live in hell, living around them.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,641,h2_2026_03_23_s00641,8,2.1400000000003274,00:51:05.341,00:51:07.481
642,3070.183,3070.783,SPEAKER_40,Then permanent...,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,642,h2_2026_03_23_s00642,2,0.599999999999909,00:51:10.183,00:51:10.783
643,3071.87,3077.333,SPEAKER_40,"And for those 100 permanent jobs, three-quarters of them are remote.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,643,h2_2026_03_23_s00643,12,5.463000000000193,00:51:11.870,00:51:17.333
644,3079.194,3083.636,SPEAKER_40,"I don't know if it's been brought up, but there's train tracks out there, and they pass there.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,644,h2_2026_03_23_s00644,21,4.442000000000007,00:51:19.194,00:51:23.636
645,3084.596,3088.839,SPEAKER_40,"And they'll sit there for 15 minutes, sometimes two hours.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,645,h2_2026_03_23_s00645,11,4.242999999999938,00:51:24.596,00:51:28.839
646,3090.279,3094.922,SPEAKER_40,"What they're going to do is they've got a fire and burdens coming out, and they've got to sit there at the tracks.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,646,h2_2026_03_23_s00646,26,4.643000000000029,00:51:30.279,00:51:34.922
647,3095.502,3101.445,SPEAKER_40,Then they've got to back up for two and a half miles and drive eight miles around to get to where this place is going to be.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,647,h2_2026_03_23_s00647,28,5.943000000000211,00:51:35.502,00:51:41.445
648,3102.107,3102.687,SPEAKER_40,wanting to be.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,648,h2_2026_03_23_s00648,3,0.5799999999999272,00:51:42.107,00:51:42.687
649,3103.448,3113.054,SPEAKER_40,And the reason I say that is because there was a child having a breathing problem seven years ago and almost died because the train had the tracks blocked and the rescue squad couldn't get through.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,649,h2_2026_03_23_s00649,37,9.606000000000222,00:51:43.448,00:51:53.054
650,3113.074,3115.315,SPEAKER_40,I don't know if that would ever have bothered.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,650,h2_2026_03_23_s00650,10,2.2409999999999854,00:51:53.074,00:51:55.315
651,3115.575,3118.737,SPEAKER_40,And what if the burden's busy on a fire call?,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,651,h2_2026_03_23_s00651,11,3.162000000000262,00:51:55.575,00:51:58.737
652,3119.438,3125.481,SPEAKER_40,They're going to call a spring service and then we're going to pay for it because all this money is going to Macoupin.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,652,h2_2026_03_23_s00652,25,6.04300000000012,00:51:59.438,00:52:05.481
653,3128.463,3131.205,SPEAKER_40,Nobody seems to be concerned about the water table out there.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,653,h2_2026_03_23_s00653,11,2.7419999999997344,00:52:08.463,00:52:11.205
654,3133.671,3138.072,SPEAKER_40,"The water table, the lime net coverage is about 20 feet down out there.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,654,h2_2026_03_23_s00654,14,4.401000000000295,00:52:13.671,00:52:18.072
655,3139.552,3149.535,SPEAKER_40,"And when they go punching their caissons in for these stand-up panels they're putting in, they're going to go 40 to 50 feet.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,655,h2_2026_03_23_s00655,26,9.98299999999972,00:52:19.552,00:52:29.535
656,3150.055,3151.896,SPEAKER_40,"Just across the street, they're only 35 to 38 feet.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,656,h2_2026_03_23_s00656,11,1.8410000000003492,00:52:30.055,00:52:31.896
657,3151.916,3156.397,SPEAKER_40,"And they're going to punch through it, and they're going to damage the water.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,657,h2_2026_03_23_s00657,16,4.480999999999767,00:52:31.916,00:52:36.397
658,3156.417,3159.917,SPEAKER_40,"There's a lot of people out there still on wells, but I know that's not a concern to theirs.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,658,h2_2026_03_23_s00658,21,3.5,00:52:36.417,00:52:39.917
659,3164.451,3176.2,SPEAKER_40,These used vacuum salesmen that work for Cyrus One who lie under oath are not new AI data center buddies.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,659,h2_2026_03_23_s00659,20,11.748999999999796,00:52:44.451,00:52:56.200
660,3177.581,3183.946,SPEAKER_40,"They might have taken a few of you out for meals to convince you how wonderful it is, but they won't remember you after this.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,660,h2_2026_03_23_s00660,26,6.364999999999782,00:52:57.581,00:53:03.946
661,3184.647,3185.728,SPEAKER_40,But we sure the hell will.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,661,h2_2026_03_23_s00661,6,1.081000000000131,00:53:04.647,00:53:05.728
662,3186.508,3187.449,SPEAKER_40,The majority will.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,662,h2_2026_03_23_s00662,3,0.9410000000002583,00:53:06.508,00:53:07.449
663,3188.55,3190.872,SPEAKER_40,Most of the people crowding this building,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,663,h2_2026_03_23_s00663,7,2.3219999999996617,00:53:08.550,00:53:10.872
664,3192.675,3194.737,SPEAKER_40,don't even know what an AI data center is.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,664,h2_2026_03_23_s00664,10,2.061999999999898,00:53:12.675,00:53:14.737
665,3199.521,3204.805,SPEAKER_40,"As soon as this is passed, let's change this around.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,665,h2_2026_03_23_s00665,11,5.283999999999651,00:53:19.521,00:53:24.805
666,3208.809,3210.09,SPEAKER_40,Okay.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,666,h2_2026_03_23_s00666,1,1.280999999999949,00:53:28.809,00:53:30.090
667,3211.151,3217.856,SPEAKER_40,Cyrus wants to get this passed as soon as possible before some real guidelines are put on data centers.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,667,h2_2026_03_23_s00667,19,6.705000000000382,00:53:31.151,00:53:37.856
668,3219.177,3220.038,SPEAKER_40,They just want their...,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,668,h2_2026_03_23_s00668,4,0.8609999999998763,00:53:39.177,00:53:40.038
669,3220.543,3223.285,SPEAKER_40,They just want the leash cut so they can run wild and do what they want.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,669,h2_2026_03_23_s00669,16,2.7419999999997344,00:53:40.543,00:53:43.285
670,3224.827,3230.111,SPEAKER_40,And they know this because at the last meeting they were talking about putting amendments on more.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,670,h2_2026_03_23_s00670,17,5.283999999999651,00:53:44.827,00:53:50.111
671,3230.291,3231.572,SPEAKER_40,So why can't we do it to this one?,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,671,h2_2026_03_23_s00671,10,1.280999999999949,00:53:50.291,00:53:51.572
672,3232.613,3237.597,SPEAKER_40,Saying no right now doesn't mean forever on this.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,672,h2_2026_03_23_s00672,10,4.984000000000378,00:53:52.613,00:53:57.597
673,3237.938,3245.624,SPEAKER_40,"It just means that we have time to make some more guidelines for this, not screw the people over that live out there in that township.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,673,h2_2026_03_23_s00673,26,7.685999999999694,00:53:57.938,00:54:05.624
674,3253.098,3254.059,SPEAKER_40,"Well, thanks for listening.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,674,h2_2026_03_23_s00674,4,0.9610000000002401,00:54:13.098,00:54:14.059
675,3291.299,3295.923,SPEAKER_57,"Okay, so in the opening presentation, I did show a map in some of our neighbors.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,675,h2_2026_03_23_s00675,16,4.623999999999796,00:54:51.299,00:54:55.923
676,3297.404,3306.152,SPEAKER_57,"The people that are directly adjacent, directly next to our proposed campus, we have met with and we have other cooperation in the project.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,676,h2_2026_03_23_s00676,24,8.748000000000047,00:54:57.404,00:55:06.152
677,3307.32,3311.003,SPEAKER_57,I wanted to bring up a few supporters to speak using our time.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,677,h2_2026_03_23_s00677,13,3.6829999999999927,00:55:07.320,00:55:11.003
678,3312.645,3316.289,SPEAKER_57,Is there a video ready to be played?,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,678,h2_2026_03_23_s00678,8,3.644000000000233,00:55:12.645,00:55:16.289
679,3316.349,3318.612,SPEAKER_57,We did bring a drone view.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,679,h2_2026_03_23_s00679,6,2.26299999999992,00:55:16.349,00:55:18.612
680,3318.672,3329.143,SPEAKER_57,"So just as a matter of perspective, just for those, I know many people have probably not been out there and seen the site, but we do have a drone video just to give some perspective on the site along with the local landowner here.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,680,h2_2026_03_23_s00680,45,10.471000000000004,00:55:18.672,00:55:29.143
681,3336.913,3338.954,SPEAKER_34,"Hello, my name is Darryl Thoma.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,681,h2_2026_03_23_s00681,6,2.0410000000001673,00:55:36.913,00:55:38.954
682,3339.414,3345.496,SPEAKER_34,"I am here not only representing the family that owns the land for the proposed site, but also as a proud resident of Sangamon County.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,682,h2_2026_03_23_s00682,25,6.08199999999988,00:55:39.414,00:55:45.496
683,3345.516,3359.44,SPEAKER_34,"I would like to express my appreciation first to the board for being here tonight and investing a lot of time over the last six to 12 months in listening, learning, and engaging in thoughtful discussions about this remarkable opportunity.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,683,h2_2026_03_23_s00683,40,13.923999999999978,00:55:45.516,00:55:59.440
684,3360.305,3370.33,SPEAKER_34,I believe that all of us here are aware of the challenges faced by our community in attracting interest from large commercial company to establish a presence here in Sangamon County.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,684,h2_2026_03_23_s00684,31,10.025000000000091,00:56:00.305,00:56:10.330
685,3371.01,3376.732,SPEAKER_34,"Therefore, I also want to extend my appreciation to Cyrus One for being here tonight and presenting this opportunity to us.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,685,h2_2026_03_23_s00685,21,5.721999999999753,00:56:11.010,00:56:16.732
686,3377.793,3380.954,SPEAKER_34,Our family has been farming in Sangamon County for nearly 100 years.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,686,h2_2026_03_23_s00686,12,3.161000000000058,00:56:17.793,00:56:20.954
687,3381.835,3386.877,SPEAKER_34,There is nothing more important to us than farmland and maintaining a sustainable family farming operation.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,687,h2_2026_03_23_s00687,16,5.041999999999916,00:56:21.835,00:56:26.877
688,3388.456,3396.698,SPEAKER_34,"We approach this opportunity, like many of you, with an open mind and a desire to understand all the benefits this project would have on our community.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,688,h2_2026_03_23_s00688,27,8.241999999999734,00:56:28.456,00:56:36.698
689,3397.258,3407.041,SPEAKER_34,"While immediate benefits of job creation and substantial tax revenue are evident, I would like to emphasize the significance of land and why this is the perfect location of the data center.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,689,h2_2026_03_23_s00689,32,9.783000000000357,00:56:37.258,00:56:47.041
690,3408.421,3415.623,SPEAKER_34,"When Ameren put in the 345 KV transmission from Indiana to Kansas, it was right through the south part of this county.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,690,h2_2026_03_23_s00690,22,7.2020000000002256,00:56:48.421,00:56:55.623
691,3416.432,3424.674,SPEAKER_34,"Although this development may have initially seemed disappointing at the time, it inadvertently opened up a significant amount of capacity to the MISO grid.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,691,h2_2026_03_23_s00691,24,8.24200000000019,00:56:56.432,00:57:04.674
692,3425.774,3429.775,SPEAKER_34,"To this board's credit, this led to the creation of Double Black Diamond.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,692,h2_2026_03_23_s00692,14,4.001000000000204,00:57:05.774,00:57:09.775
693,3431.135,3441.477,SPEAKER_34,"Consequently, Double Black Diamond constructed a brand new substation and interconnection into the MISO, so the necessary infrastructure is already in place for this data center site.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,693,h2_2026_03_23_s00693,27,10.341999999999643,00:57:11.135,00:57:21.477
694,3442.958,3444.598,SPEAKER_34,"MISO, Ameren, REA,",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,694,h2_2026_03_23_s00694,3,1.6399999999998727,00:57:22.958,00:57:24.598
695,3445.227,3457.51,SPEAKER_34,and the independent expert that this board hired have all done a comprehensive analysis of this project and all have provided you with a report that this project will not have a detrimental impact on the grid.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,695,h2_2026_03_23_s00695,37,12.283000000000357,00:57:25.227,00:57:37.510
696,3458.19,3462.592,SPEAKER_34,"Currently, there are 140,000 megawatts of capacity in the MISO grid.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,696,h2_2026_03_23_s00696,12,4.402000000000044,00:57:38.190,00:57:42.592
697,3463.052,3464.552,SPEAKER_34,This is 600 megawatts.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,697,h2_2026_03_23_s00697,4,1.5,00:57:43.052,00:57:44.552
698,3464.712,3468.053,SPEAKER_34,That's less than a half a percent of the available capacity.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,698,h2_2026_03_23_s00698,12,3.3409999999998945,00:57:44.712,00:57:48.053
699,3470.833,3475.337,SPEAKER_34,The site is also uniquely suited because it is entirely farmland.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,699,h2_2026_03_23_s00699,11,4.503999999999905,00:57:50.833,00:57:55.337
700,3476.098,3484.165,SPEAKER_34,"And as you can see, there are no houses, there are no trees, there's no waterways, there's no fence rows, and there is minimal wildlife.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,700,h2_2026_03_23_s00700,27,8.067000000000007,00:57:56.098,00:58:04.165
701,3484.905,3491.091,SPEAKER_34,"The closest house is over a half a mile, and there are only a couple others that are within a full mile.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,701,h2_2026_03_23_s00701,22,6.185999999999694,00:58:04.905,00:58:11.091
702,3493.213,3495.895,SPEAKER_34,I would also like to point out that the southwest area,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,702,h2_2026_03_23_s00702,11,2.681999999999789,00:58:13.213,00:58:15.895
703,3496.982,3510.592,SPEAKER_34,"of Sangamon County has emerged as a prominent commercial corridor with businesses such as School of Grain, CHS, Springfield Plastics, Brandt Consolidated, Accessory Squared, and Double Black Diamond.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,703,h2_2026_03_23_s00703,28,13.610000000000127,00:58:16.982,00:58:30.592
704,3512.574,3516.257,SPEAKER_34,This area has proven itself to be a great place to do commercial business.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,704,h2_2026_03_23_s00704,14,3.6829999999999927,00:58:32.574,00:58:36.257
